,score,kappa,accuracy,pipeline,n_dr,thres,subject,session,channels,n_sessions,FreqBand,dataset,fmin,fmax,samples,time,split
157,0.55,0.09999999999999998,0.55,plv+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
158,0.375,-0.25,0.375,wpli2_debiased+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
159,0.625,0.25,0.625,instantaneous+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
160,0.8250000000000001,0.65,0.825,TRCSP+LDA,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
161,0.85,0.7,0.85,RegCSP+shLDA,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
162,0.85,0.7,0.85,CSP+optSVM,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
163,0.8250000000000001,0.65,0.825,FgMDM,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
164,0.875,0.75,0.875,ensemble-DR,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
165,0.9,0.8,0.9,cov+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
166,0.675,0.35,0.675,imcoh+DR+elasticnet,6,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
167,0.825,0.65,0.825,plv+DR+elasticnet,12,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
168,0.6,0.19999999999999996,0.6,wpli2_debiased+DR+elasticnet,19,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
169,0.9,0.8,0.8999999999999999,instantaneous+DR+elasticnet,19,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
170,0.9,0.8,0.9,ensemble-noDR,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
